Species,abbrev,lm_id,charmm36,concentration
PE 30:1,PE 30:1,"['LMGP02010506', 'LMGP02010478', 'LMGP02010635', 'LMGP02010387', 'LMGP02010516', 'LMGP02010562', 'LMGP02011249', 'LMGP02011260', 'LMGP02010455', 'LMGP02010427']",['NA'],0.0050265766993962
PE 32:0,PE 32:0,['LMGP02010037'],['DPPE'],0.0
PE 32:1,PE 32:1,['LMGP02011228'],['PYPE'],0.14914199591984
PE 32:2,PE 32:2,['LMGP02010108'],['DYPE'],0.125490773569468
PE 34:1,PE 34:1,['LMGP02010009'],['POPE'],0.249254281772333
PE 34:2,PE 34:2,"['LMGP02011220', 'LMGP02011198', 'LMGP02010042']","['OYPE', 'PLPE', 'YOPE']",0.563928917271692
PE 34:3,PE 34:3,['LMGP02010041'],['PLEPE'],0.0168932223843735
PE 36:1,PE 36:1,['LMGP02010036'],['SOPE'],0.0829274133969515
PE 36:2,PE 36:2,"['LMGP02010052', 'LMGP02010044']","['SLPE', 'DOPE']",0.630895558254097
PE 36:3,PE 36:3,"['LMGP02010908', 'LMGP02010803', 'LMGP02010608', 'LMGP02010663', 'LMGP02011222', 'LMGP02010690', 'LMGP02011074', 'LMGP02010531', 'LMGP02010629', 'LMGP02010449', 'LMGP02010720', 'LMGP02010878', 'LMGP02010628', 'LMGP02010048']",['NA'],0.10192185899183
PE 36:4,PE 36:4,"['LMGP02010096', 'LMGP02010111']","['DLiPE', 'PAPE']",0.0421722531147211
PE 36:5,PE 36:5,['LMGP02010665'],['LLPE'],0.0194999561082413
PE 38:2,PE 38:2,"['LMGP02011047', 'LMGP02010811', 'LMGP02010126', 'LMGP02010853', 'LMGP02010669', 'LMGP02010882', 'LMGP02010124', 'LMGP02011077', 'LMGP02010122', 'LMGP02010513', 'LMGP02010536', 'LMGP02010998', 'LMGP02010615', 'LMGP02010125']",['NA'],0.0428111231055813
PE 38:3,PE 38:3,"['LMGP02010647', 'LMGP02010726', 'LMGP02010831', 'LMGP02010832', 'LMGP02010698', 'LMGP02011078', 'LMGP02011202', 'LMGP02010913', 'LMGP02010670', 'LMGP02010883', 'LMGP02010854', 'LMGP02010537']",['NA'],0.0034758461009228
PE 38:4,PE 38:4,['LMGP02010118'],['SAPE'],0.033435551071518
PE 38:5,PE 38:5,"['LMGP02011196', 'LMGP02010672', 'LMGP02010700', 'LMGP02011109', 'LMGP02010973', 'LMGP02010886', 'LMGP02011201', 'LMGP02010885', 'LMGP02010758', 'LMGP02010728', 'LMGP02010857', 'LMGP02010538', 'LMGP02010915', 'LMGP02010944']",['NA'],0.09567388840276
PE 38:6,PE 38:6,['LMGP02010095'],['PDOPE'],0.0280315535850841
PE 38:7,PE 38:7,"['LMGP02011216', 'LMGP02010947', 'LMGP02010946', 'LMGP02010702', 'LMGP02010974', 'LMGP02010730', 'LMGP02010760', 'LMGP02010918', 'LMGP02010673', 'LMGP02011138']",['NA'],0.0005840534266784
PE 40:1,PE 40:1,"['LMGP02010860', 'LMGP02010152', 'LMGP02010818', 'LMGP02011051', 'LMGP02010156', 'LMGP02010154', 'LMGP02011005', 'LMGP02010161', 'LMGP02010153', 'LMGP02010155', 'LMGP02010633', 'LMGP02010159', 'LMGP02010158', 'LMGP02010151', 'LMGP02010157', 'LMGP02010160']",['NA'],0.0
PE 40:2,PE 40:2,['LMGP02011175'],['DGPE'],0.0018965888232791
PE 40:5,PE 40:5,"['LMGP02010735', 'LMGP02010707', 'LMGP02011086', 'LMGP02011056', 'LMGP02010836', 'LMGP02011085', 'LMGP02010980', 'LMGP02010863', 'LMGP02010923', 'LMGP02010952', 'LMGP02010765', 'LMGP02010652', 'LMGP02011114', 'LMGP02010893']",['NA'],0.0
PE 40:6,PE 40:6,['LMGP02010094'],['SDPE'],0.0006748159598936
PE 40:7,PE 40:7,"['LMGP02011117', 'LMGP02011116', 'LMGP02010708', 'LMGP02010895', 'LMGP02010736', 'LMGP02011264', 'LMGP02010954', 'LMGP02010925', 'LMGP02011143', 'LMGP02010982']",['NA'],0.0215162647189842
PE 42:1,PE 42:1,"['LMGP02010287', 'LMGP02010290', 'LMGP02010866', 'LMGP02011059', 'LMGP02010293', 'LMGP02010838', 'LMGP02010294']",['NA'],0.0
PE 42:2,PE 42:2,"['LMGP02010839', 'LMGP02011090', 'LMGP02011031', 'LMGP02010897', 'LMGP02011060', 'LMGP02010867']",['NA'],0.0016113019219849
PE 44:10,PE 44:10,"['LMGP02011160', 'LMGP02011272']",['NA'],0.0428561504790909
PEO- 32:2,NA,['NA'],['NA'],0.0789177553507901
PEO- 34:2,NA,['NA'],['NA'],0.136607885200661
PEO- 34:3,NA,['NA'],['NA'],0.0710395076677444
PEO- 36:2,PE O-36:2,['LMGP02030004'],['PLA18'],0.0141544947224538
PEO- 36:3,PE O-36:3,"['LMGP02020096', 'LMGP02020050', 'LMGP02030046', 'LMGP02020049', 'LMGP02030026']",['NA'],0.0868549715347798
PEO- 36:4,PE O-36:4,"['LMGP02030027', 'LMGP02030048', 'LMGP02020019', 'LMGP02020051', 'LMGP02030047']",['NA'],0.0
PEO- 36:5,NA,['NA'],['NA'],0.10177269069882
PEO- 36:6,NA,['NA'],['NA'],0.0428378631994765
PEO- 38:5,PE O-38:5,['LMGP02030003'],['PLA20'],0.0267790833127895
PEO- 38:6,NA,['NA'],['NA'],0.178067981754194
PEO- 38:7,NA,['NA'],['NA'],0.163957532240052
PEO- 40:7,NA,['NA'],['NA'],0.0054897373144299
PEO- 40:8,NA,['NA'],['NA'],0.041422287429511
PG 32:1,PG 32:1,['LMGP04010910'],['PYPG'],0.0038935444085785
PG 32:2,PG 32:2,['LMGP04010967'],['DYPG'],0.0001611646656808
PG 34:0,PG 34:0,['LMGP04010907'],['PSPG'],0.0165852846735587
PG 34:1,PG 34:1,"['LMGP04010962', 'LMGP04010987', 'LMGP04010002']","['OPPG', 'POPG']",0.0612083365458563
PG 34:2,PG 34:2,"['LMGP04010983', 'LMGP04010881']","['DOPG', 'PLPG']",0.0106301699015981
PG 34:3,PG 34:3,['LMGP04010973'],['PLEPG'],0.0
PG 36:1,PG 36:1,['LMGP04010037'],['SOPG'],0.0214449228725646
PG 36:2,PG 36:2,['LMGP04010982'],['SLPG'],0.0197024703897801
PG 36:3,PG 36:3,"['LMGP04010377', 'LMGP04010315', 'LMGP04010350', 'LMGP04010960', 'LMGP04010759', 'LMGP04010490', 'LMGP04010904', 'LMGP04010565', 'LMGP04010407', 'LMGP04010218', 'LMGP04010595', 'LMGP04010295', 'LMGP04010136', 'LMGP04010316']",['NA'],0.0
PG 38:2,PG 38:2,"['LMGP04010963', 'LMGP04010762', 'LMGP04010684', 'LMGP04010951', 'LMGP04010200', 'LMGP04010302', 'LMGP04010732', 'LMGP04010958', 'LMGP04010223', 'LMGP04010540', 'LMGP04010498', 'LMGP04010569', 'LMGP04010356']",['NA'],0.0
PG 38:3,PG 38:3,"['LMGP04010224', 'LMGP04010570', 'LMGP04010334', 'LMGP04010600', 'LMGP04010519', 'LMGP04010763', 'LMGP04010357', 'LMGP04010518', 'LMGP04010541', 'LMGP04010413', 'LMGP04010385', 'LMGP04010885']",['NA'],0.0
PG 38:5,PG 38:5,"['LMGP04010879', 'LMGP04010631', 'LMGP04010225', 'LMGP04010415', 'LMGP04010445', 'LMGP04010359', 'LMGP04010544', 'LMGP04010884', 'LMGP04010572', 'LMGP04010794', 'LMGP04010602', 'LMGP04010387', 'LMGP04010573', 'LMGP04010659']",['NA'],0.0
PG 38:6,PG 38:6,"['LMGP04010604', 'LMGP04010574', 'LMGP04010846', 'LMGP04010041', 'LMGP04010416', 'LMGP04010388', 'LMGP04010857', 'LMGP04010632', 'LMGP04010446', 'LMGP04010875', 'LMGP04010603', 'LMGP04010878']",['NA'],2.31059742844812e-05
PG 38:7,PG 38:7,"['LMGP04010634', 'LMGP04010605', 'LMGP04010660', 'LMGP04010417', 'LMGP04010823', 'LMGP04010898', 'LMGP04010447', 'LMGP04010633', 'LMGP04010389', 'LMGP04010360']",['NA'],0.0
PG 40:6,PG 40:6,['LMGP04010040'],['SDPG'],0.0
PG 42:9,PG 42:9,"['LMGP04010619', 'LMGP04010676', 'LMGP04010811', 'LMGP04010838']",['NA'],0.0
PG 44:12,PG 44:12,['LMGP04010977'],['NA'],0.0
PI 30:0,PI 30:0,"['LMGP06010868', 'LMGP06010945', 'LMGP06010907', 'LMGP06010913', 'LMGP06010948', 'LMGP06010947', 'LMGP06010860']",['NA'],0.0
PI 30:1,PI 30:1,"['LMGP06010110', 'LMGP06010082', 'LMGP06010290', 'LMGP06010133', 'LMGP06010912', 'LMGP06010042', 'LMGP06010171', 'LMGP06010161', 'LMGP06010901', 'LMGP06010217']",['NA'],0.031451562308827
PI 32:1,PI 32:1,['LMGP06010881'],['PYPI'],0.500483165284107
PI 32:2,PI 32:2,"['LMGP06010221', 'LMGP06010112', 'LMGP06010899', 'LMGP06010088', 'LMGP06010938', 'LMGP06010250', 'LMGP06010526', 'LMGP06010138', 'LMGP06010310', 'LMGP06010028', 'LMGP06010292']",['NA'],0.0969206742142875
PI 34:1,PI 34:1,['LMGP06010001'],['POPI'],1.2929863492828
PI 34:2,PI 34:2,['LMGP06010959'],['PLPI'],0.907471612848904
PI 34:3,PI 34:3,['LMGP06010944'],['PNPI'],0.0169453204488305
PI 36:1,PI 36:1,"['LMGP06010184', 'LMGP06010941', 'LMGP06010102', 'LMGP06010232', 'LMGP06010696', 'LMGP06010154', 'LMGP06010074', 'LMGP06010456', 'LMGP06010932', 'LMGP06010502', 'LMGP06010428', 'LMGP06010671', 'LMGP06010206', 'LMGP06010648', 'LMGP06010957', 'LMGP06010482']",['NA'],0.725947969776582
PI 36:2,PI 36:2,['LMGP06010956'],['SLPI'],1.21406842749102
PI 36:3,PI 36:3,"['LMGP06010931', 'LMGP06010458', 'LMGP06010728', 'LMGP06010104', 'LMGP06010533', 'LMGP06010875', 'LMGP06010345', 'LMGP06010375', 'LMGP06010263', 'LMGP06010318', 'LMGP06010284', 'LMGP06010283', 'LMGP06010186', 'LMGP06010563']",['NA'],0.11825440267545
PI 36:4,PI 36:4,['LMGP06010927'],['DLiPI'],0.116165427863284
PI 36:5,PI 36:5,['LMGP06010320'],['LiNPI'],0.0163037162062552
PI 38:1,PI 38:1,"['LMGP06010240', 'LMGP06010465', 'LMGP06010923', 'LMGP06010700', 'LMGP06010507', 'LMGP06010675', 'LMGP06010935', 'LMGP06010930', 'LMGP06010435', 'LMGP06010652', 'LMGP06010190', 'LMGP06010167']",['NA'],0.0152295103061856
PI 38:2,PI 38:2,"['LMGP06010466', 'LMGP06010270', 'LMGP06010653', 'LMGP06010922', 'LMGP06010731', 'LMGP06010929', 'LMGP06010537', 'LMGP06010508', 'LMGP06010701', 'LMGP06010168', 'LMGP06010191', 'LMGP06010324', 'LMGP06010934']",['NA'],0.142034976819022
PI 38:3,PI 38:3,"['LMGP06010353', 'LMGP06010192', 'LMGP06010509', 'LMGP06010732', 'LMGP06010325', 'LMGP06010487', 'LMGP06010855', 'LMGP06010381', 'LMGP06010486', 'LMGP06010568', 'LMGP06010302', 'LMGP06010538']",['NA'],0.16365580788927
PI 38:4,PI 38:4,['LMGP06010010'],['SAPI'],0.484827718160688
PI 38:5,PI 38:5,"['LMGP06010599', 'LMGP06010763', 'LMGP06010540', 'LMGP06010854', 'LMGP06010541', 'LMGP06010383', 'LMGP06010512', 'LMGP06010413', 'LMGP06010355', 'LMGP06010327', 'LMGP06010570', 'LMGP06010849', 'LMGP06010193', 'LMGP06010628']",['NA'],0.197317282960472
PI 38:6,PI 38:6,"['LMGP06010600', 'LMGP06010826', 'LMGP06010011', 'LMGP06010848', 'LMGP06010542', 'LMGP06010414', 'LMGP06010571', 'LMGP06010384', 'LMGP06010356', 'LMGP06010845', 'LMGP06010815', 'LMGP06010572']",['NA'],0.0167227941033229
PI 40:2,PI 40:2,"['LMGP06010919', 'LMGP06010330', 'LMGP06010706', 'LMGP06010679', 'LMGP06010305', 'LMGP06010829', 'LMGP06010289', 'LMGP06010545', 'LMGP06010736']",['NA'],0.0024753884427472
PI 40:5,PI 40:5,"['LMGP06010635', 'LMGP06010518', 'LMGP06010548', 'LMGP06010390', 'LMGP06010740', 'LMGP06010768', 'LMGP06010362', 'LMGP06010739', 'LMGP06010710', 'LMGP06010307', 'LMGP06010420', 'LMGP06010491', 'LMGP06010578', 'LMGP06010607']",['NA'],0.0406729561518028
PI 40:6,PI 40:6,['LMGP06010012'],['SDPI'],0.0580807363424902
PI 40:7,PI 40:7,"['LMGP06010391', 'LMGP06010363', 'LMGP06010609', 'LMGP06010580', 'LMGP06010797', 'LMGP06010637', 'LMGP06010771', 'LMGP06010550', 'LMGP06010013', 'LMGP06010770']",['NA'],0.009076985847254
PS 30:0,PS 30:0,"['LMGP03010970', 'LMGP03010935', 'LMGP03010983', 'LMGP03010982', 'LMGP03010889', 'LMGP03010897', 'LMGP03010941']",['NA'],5.18269375003681e-05
PS 30:1,PS 30:1,"['LMGP03010203', 'LMGP03010142', 'LMGP03010193', 'LMGP03010249', 'LMGP03010940', 'LMGP03010074', 'LMGP03010322', 'LMGP03010165', 'LMGP03010929', 'LMGP03010114']",['NA'],0.0
PS 32:1,PS 32:1,"['LMGP03010309', 'LMGP03010119', 'LMGP03010059', 'LMGP03010481', 'LMGP03010909', 'LMGP03010207', 'LMGP03010228', 'LMGP03010528', 'LMGP03010169', 'LMGP03010252', 'LMGP03010882', 'LMGP03010977', 'LMGP03010082', 'LMGP03010143']",['NA'],0.0334677173986671
PS 32:2,PS 32:2,['LMGP03010964'],['DYPS'],0.0
PS 34:1,PS 34:1,['LMGP03010024'],['POPS'],0.0945809262964965
PS 34:2,PS 34:2,"['LMGP03010901', 'LMGP03010976']","['PLPS', 'YOPS']",0.0324096855312979
PS 36:1,PS 36:1,['LMGP03010025'],['SOPS'],0.0682892964119617
PS 36:2,PS 36:2,"['LMGP03010030', 'LMGP03010031']","['SLPS', 'DOPS']",0.064357189437947
PS 36:3,PS 36:3,"['LMGP03010759', 'LMGP03010136', 'LMGP03010595', 'LMGP03010350', 'LMGP03010903', 'LMGP03010218', 'LMGP03010958', 'LMGP03010316', 'LMGP03010295', 'LMGP03010377', 'LMGP03010407', 'LMGP03010490', 'LMGP03010315', 'LMGP03010565']",['NA'],0.0024515807510014
PS 36:4,PS 36:4,['LMGP03010038'],['PAPS'],0.0012365675920375
PS 38:4,PS 38:4,['LMGP03010039'],['SAPS'],0.0076322936094605
PS 40:2,PS 40:2,['LMGP03010860'],['DGPS'],0.0128942110517497
PS 42:2,PS 42:2,"['LMGP03010745', 'LMGP03010584', 'LMGP03010526', 'LMGP03010554', 'LMGP03010775', 'LMGP03010717']",['NA'],0.0031711923718704
SM 32:0;2,SM 32:0;O2,"['LMSP03010030', 'LMSP03010094']",['NA'],0.0001523513312136
SM 32:1;2,SM 32:1;O2,"['LMSP03010028', 'LMSP03010035']",['NA'],0.0055218776514001
SM 32:2;2,SM 32:2;O2,['LMSP03010034'],['NA'],0.0
SM 34:0;2,SM 34:0;O2,"['LMSP03010095', 'LMSP03010004']",['NA'],0.0895808779066119
SM 34:1;2,SM 34:1;O2,['LMSP03010003'],['PSM'],0.310618289769709
SM 34:2;2,SM 34:2;O2,"['LMSP03010041', 'LMSP03010040', 'LMSP03010090']",['NA'],0.0130658997100443
SM 36:1;2,SM 36:1;O2,['LMSP03010001'],['SSM'],0.0
SM 36:2;2,SM 36:2;O2,['LMSP03010029'],['OSM'],0.0
SM 36:3;2,SM 36:3;O2,['LMSP03010047'],['NA'],0.0002281543045743
SM 38:1;2,SM 38:1;O2,['LMSP03010005'],['ASM'],0.0
SM 38:2;2,SM 38:2;O2,"['LMSP03010060', 'LMSP03010058', 'LMSP03010059']",['NA'],0.0
SM 38:3;2,SM 38:3;O2,['LMSP03010057'],['NA'],0.0
SM 40:1;2,SM 40:1;O2,['LMSP03010006'],['BSM'],0.0
SM 40:2;2,SM 40:2;O2,"['LMSP03010092', 'LMSP03010072', 'LMSP03010071']",['NA'],0.0
SM 40:3;2,SM 40:3;O2,['LMSP03010070'],['NA'],0.0
SM 42:1;2,SM 42:1;O2,['LMSP03010008'],['LSM'],0.0
SM 42:2;2,SM 42:2;O2,['LMSP03010007'],['NSM'],0.0538605013309244
SM 42:3;2,SM 42:3;O2,['LMSP03010080'],['NA'],0.0012508800616333
SM 44:2;2,SM 44:2;O2,['LMSP03010009'],['NA'],0.0
SM 44:3;2,SM 44:3;O2,['NA'],['NA'],0.0
diHexCer 34:1;2,Hex2Cer 34:1;O2,"['LMSP0501AD01', 'LMSP0501AB03', 'LMSP0509AA01']",['NA'],0.0
diHexCer 40:1;2,Hex2Cer 40:1;O2,"['LMSP0501AB06', 'LMSP0501AD04', 'LMSP0509AA04']",['NA'],0.0
diHexCer 42:1;2,Hex2Cer 42:1;O2,"['LMSP0501AB21', 'LMSP0501AB07', 'LMSP0509AA05', 'LMSP0501AD05']",['NA'],0.0
diHexCer 42:2;2,Hex2Cer 42:2;O2,"['LMSP0509AA07', 'LMSP0501AD07', 'LMSP0501AB09']",['NA'],0.0
diHexCer 42:3;2,NA,['NA'],['NA'],0.0
triHexCer 34:1;2,Hex3Cer 34:1;O2,['LMSP0502AA01'],['NA'],0.0
triHexCer 42:1;2,Hex3Cer 42:1;O2,['LMSP0502AA05'],['NA'],0.0
triHexCer 42:2;2,Hex3Cer 42:2;O2,['LMSP0502AA07'],['NA'],0.0
triHexCer 44:2;2,Hex3Cer 44:2;O2,['LMSP0502AA08'],['NA'],0.0
