Species,abbrev,lm_id,martini3,concentration
PC 44:3,PC 44:3,"['LMGP01012062', 'LMGP01012032']",['NA'],0.0007274027537829
PCO- 28:0,NA,['NA'],['NA'],0.0036185465138509
PCO- 30:0,NA,['NA'],['NA'],0.549686010708551
PCO- 30:1,NA,['NA'],['NA'],0.227132282437719
PCO- 32:0,PC O-32:0,"['LMGP01020015', 'LMGP01020195', 'LMGP01020029', 'LMGP01020216']",['NA'],0.626057029658969
PCO- 32:1,NA,['NA'],['NA'],2.59721549730921
PCO- 32:2,NA,['NA'],['NA'],0.452483952591879
PCO- 34:0,PC O-34:0,"['LMGP01020086', 'LMGP01020033', 'LMGP01020218', 'LMGP01020076']",['NA'],0.0
PCO- 34:1,PC O-34:1,"['LMGP01020152', 'LMGP01020003', 'LMGP01030076', 'LMGP01020219', 'LMGP01030052', 'LMGP01020261', 'LMGP01030030', 'LMGP01020256', 'LMGP01020089']",['NA'],2.35914178176683
PCO- 34:2,PC O-34:2,"['LMGP01030006', 'LMGP01030053', 'LMGP01030128', 'LMGP01030144', 'LMGP01030134', 'LMGP01020039', 'LMGP01030077']",['NA'],1.20420411271599
PCO- 34:3,PC O-34:3,"['LMGP01020257', 'LMGP01020042', 'LMGP01030145', 'LMGP01020041', 'LMGP01030135', 'LMGP01030008']",['NA'],0.19592314264907
PCO- 36:0,PC O-36:0,"['LMGP01020051', 'LMGP01020122', 'LMGP01020091', 'LMGP01020023']",['NA'],0.0
PCO- 36:1,PC O-36:1,"['LMGP01020187', 'LMGP01020258', 'LMGP01030036', 'LMGP01030057', 'LMGP01020052', 'LMGP01030080', 'LMGP01020202', 'LMGP01020222']",['NA'],0.173975055499811
PCO- 36:2,PC O-36:2,"['LMGP01020188', 'LMGP01020203', 'LMGP01030081', 'LMGP01030146', 'LMGP01030037', 'LMGP01030013', 'LMGP01030136', 'LMGP01020263', 'LMGP01030130']",['NA'],0.553046696408006
PCO- 36:3,NA,['NA'],['NA'],0.320136632609667
PCO- 36:4,NA,['NA'],['NA'],0.2721366323802
PCO- 36:6,NA,['NA'],['NA'],0.0
PCO- 38:1,PC O-38:1,"['LMGP01020227', 'LMGP01020099', 'LMGP01030064', 'LMGP01020265', 'LMGP01020260', 'LMGP01030042', 'LMGP01030085', 'LMGP01020190', 'LMGP01020209']",['NA'],0.0179109591995056
PCO- 38:2,NA,['NA'],['NA'],0.0696231134257632
PCO- 38:3,NA,['NA'],['NA'],0.0228113595009516
PCO- 38:4,PC O-38:4,"['LMGP01020100', 'LMGP01030088', 'LMGP01030067', 'LMGP01020102', 'LMGP01030089', 'LMGP01020231', 'LMGP01020247', 'LMGP01030138', 'LMGP01030131', 'LMGP01020192']",['NA'],0.0407930221553828
PCO- 38:5,PC O-38:5,"['LMGP01020066', 'LMGP01020104', 'LMGP01020267', 'LMGP01030045', 'LMGP01030012', 'LMGP01020157', 'LMGP01030090']",['NA'],0.177526872507693
PCO- 38:6,NA,['NA'],['NA'],0.138494042959106
PCO- 38:7,NA,['NA'],['NA'],0.0050716192325104
PCO- 40:1,NA,['NA'],['NA'],0.0004404576703991
PCO- 40:4,NA,['NA'],['NA'],0.0
PCO- 40:5,PC O-40:5,"['LMGP01020274', 'LMGP01020239', 'LMGP01020109', 'LMGP01030097', 'LMGP01030073', 'LMGP01020107']",['NA'],0.0086068836980468
PCO- 40:6,PC O-40:6,"['LMGP01020110', 'LMGP01030098']",['NA'],0.0468614305750957
PCO- 40:7,PC O-40:7,['LMGP01030014'],['NA'],0.0613752460420188
PCO- 40:8,PC O-40:8,['LMGP01080004'],['NA'],0.0049121732933516
PCO- 42:1,NA,['NA'],['NA'],0.0
PCO- 42:5,NA,['NA'],['NA'],0.0
PCO- 42:6,NA,['NA'],['NA'],0.0001230132132905
PCO- 42:7,NA,['NA'],['NA'],0.0
PCO- 44:3,NA,['NA'],['NA'],0.00056016410443
PCO- 44:4,NA,['NA'],['NA'],0.0001694310391084
PE 28:0,PE 28:0,"['LMGP02011262', 'LMGP02010352']","['LPPE', 'DLPE']",0.0021046906031893
PE 30:0,PE 30:0,"['LMGP02011207', 'LMGP02010302', 'LMGP02011277', 'LMGP02010297', 'LMGP02011261', 'LMGP02011255', 'LMGP02011274', 'LMGP02011215', 'LMGP02010106']",['NA'],0.0004283808442651
PE 30:1,PE 30:1,"['LMGP02011249', 'LMGP02010516', 'LMGP02010427', 'LMGP02010635', 'LMGP02010562', 'LMGP02011260', 'LMGP02010478', 'LMGP02010506', 'LMGP02010387', 'LMGP02010455']",['NA'],0.0050265766993962
PE 32:0,PE 32:0,['LMGP02010037'],['DPPE'],0.0
PE 32:1,PE 32:1,"['LMGP02010565', 'LMGP02011228', 'LMGP02010541', 'LMGP02010432', 'LMGP02010395', 'LMGP02010622', 'LMGP02011268', 'LMGP02010482', 'LMGP02011247', 'LMGP02010456', 'LMGP02010520', 'LMGP02010372', 'LMGP02011199', 'LMGP02010841', 'LMGP02010794']",['NA'],0.14914199591984
PE 32:2,PE 32:2,"['LMGP02010108', 'LMGP02010354']","['DVPE', 'DOPE']",0.125490773569468
PE 34:1,PE 34:1,"['LMGP02010797', 'LMGP02010824', 'LMGP02010544', 'LMGP02010009', 'LMGP02010770', 'LMGP02011204', 'LMGP02010843', 'LMGP02010462', 'LMGP02011040', 'LMGP02010491', 'LMGP02010378', 'LMGP02010569', 'LMGP02010440', 'LMGP02010010', 'LMGP02010311', 'LMGP02010415', 'LMGP02010099', 'LMGP02010524']",['NA'],0.249254281772333
PE 34:2,PE 34:2,"['LMGP02011220', 'LMGP02011198']",['DOPE'],0.563928917271692
PE 34:3,PE 34:3,"['LMGP02010685', 'LMGP02010047', 'LMGP02010442', 'LMGP02011224', 'LMGP02011219', 'LMGP02010874', 'LMGP02010570', 'LMGP02010659', 'LMGP02010600', 'LMGP02010417', 'LMGP02010904', 'LMGP02010041']",['NA'],0.0168932223843735
PE 36:1,PE 36:1,"['LMGP02010050', 'LMGP02010036', 'LMGP02010827', 'LMGP02010551', 'LMGP02010419', 'LMGP02010773', 'LMGP02010312', 'LMGP02010847', 'LMGP02010301', 'LMGP02010577', 'LMGP02010447', 'LMGP02010499', 'LMGP02011016', 'LMGP02010801', 'LMGP02010529', 'LMGP02010993', 'LMGP02011042']",['NA'],0.0829274133969515
PE 36:2,PE 36:2,['LMGP02010052'],['DOPE'],0.630895558254097
PE 36:3,PE 36:3,"['LMGP02010531', 'LMGP02011222', 'LMGP02011074', 'LMGP02010720', 'LMGP02010803', 'LMGP02010629', 'LMGP02010608', 'LMGP02010628', 'LMGP02010449', 'LMGP02010878', 'LMGP02010663', 'LMGP02010908', 'LMGP02010048', 'LMGP02010690']",['NA'],0.10192185899183
PE 36:4,PE 36:4,"['LMGP02010532', 'LMGP02010643', 'LMGP02011190', 'LMGP02011104', 'LMGP02011174', 'LMGP02010112', 'LMGP02010909', 'LMGP02011203', 'LMGP02010421', 'LMGP02010691', 'LMGP02011197', 'LMGP02010111', 'LMGP02010749', 'LMGP02010096']",['NA'],0.0421722531147211
PE 36:5,PE 36:5,"['LMGP02010939', 'LMGP02010665', 'LMGP02010968', 'LMGP02010644', 'LMGP02011105', 'LMGP02010664', 'LMGP02011221', 'LMGP02010721', 'LMGP02010692', 'LMGP02010450', 'LMGP02010750', 'LMGP02011217']",['NA'],0.0194999561082413
PE 38:2,PE 38:2,"['LMGP02010122', 'LMGP02011077', 'LMGP02011047', 'LMGP02010882', 'LMGP02010126', 'LMGP02010125', 'LMGP02010811', 'LMGP02010853', 'LMGP02010513', 'LMGP02010536', 'LMGP02010669', 'LMGP02010124', 'LMGP02010615', 'LMGP02010998']",['NA'],0.0428111231055813
PE 38:3,PE 38:3,"['LMGP02010832', 'LMGP02010913', 'LMGP02010698', 'LMGP02010726', 'LMGP02010670', 'LMGP02010647', 'LMGP02010537', 'LMGP02010854', 'LMGP02010831', 'LMGP02011078', 'LMGP02011202', 'LMGP02010883']",['NA'],0.0034758461009228
PE 38:4,PE 38:4,"['LMGP02010884', 'LMGP02010943', 'LMGP02010856', 'LMGP02010699', 'LMGP02010129', 'LMGP02010118', 'LMGP02010114', 'LMGP02010757', 'LMGP02010727', 'LMGP02010115', 'LMGP02010116', 'LMGP02010671', 'LMGP02011108', 'LMGP02010648', 'LMGP02010914', 'LMGP02010855']",['NA'],0.033435551071518
PE 38:5,PE 38:5,"['LMGP02010915', 'LMGP02010944', 'LMGP02011201', 'LMGP02010728', 'LMGP02010672', 'LMGP02010700', 'LMGP02010886', 'LMGP02010857', 'LMGP02010973', 'LMGP02010758', 'LMGP02010885', 'LMGP02011109', 'LMGP02010538', 'LMGP02011196']",['NA'],0.09567388840276
PE 38:6,PE 38:6,"['LMGP02011192', 'LMGP02010729', 'LMGP02011161', 'LMGP02010701', 'LMGP02011195', 'LMGP02010916', 'LMGP02010917', 'LMGP02010759', 'LMGP02010887', 'LMGP02010945', 'LMGP02011172', 'LMGP02010095']",['NA'],0.0280315535850841
PE 38:7,PE 38:7,"['LMGP02010702', 'LMGP02010918', 'LMGP02011216', 'LMGP02010974', 'LMGP02010946', 'LMGP02010673', 'LMGP02010947', 'LMGP02011138', 'LMGP02010760', 'LMGP02010730']",['NA'],0.0005840534266784
PE 40:1,PE 40:1,"['LMGP02010633', 'LMGP02010152', 'LMGP02010153', 'LMGP02010155', 'LMGP02010156', 'LMGP02010154', 'LMGP02010159', 'LMGP02010158', 'LMGP02010151', 'LMGP02011051', 'LMGP02011005', 'LMGP02010161', 'LMGP02010860', 'LMGP02010157', 'LMGP02010160', 'LMGP02010818']",['NA'],0.0
PE 40:2,PE 40:2,"['LMGP02010650', 'LMGP02011175', 'LMGP02010890', 'LMGP02011024', 'LMGP02010675', 'LMGP02011052', 'LMGP02010634', 'LMGP02011082', 'LMGP02010140']",['NA'],0.0018965888232791
PE 40:5,PE 40:5,"['LMGP02010863', 'LMGP02010652', 'LMGP02011056', 'LMGP02010707', 'LMGP02010952', 'LMGP02010893', 'LMGP02011085', 'LMGP02010765', 'LMGP02010836', 'LMGP02011114', 'LMGP02010980', 'LMGP02010923', 'LMGP02011086', 'LMGP02010735']",['NA'],0.0
PE 40:6,PE 40:6,"['LMGP02011087', 'LMGP02010981', 'LMGP02011142', 'LMGP02010864', 'LMGP02010924', 'LMGP02010766', 'LMGP02011115', 'LMGP02010894', 'LMGP02010678', 'LMGP02010953', 'LMGP02010094']",['NA'],0.0006748159598936
PE 40:7,PE 40:7,"['LMGP02010736', 'LMGP02011116', 'LMGP02011117', 'LMGP02011264', 'LMGP02010895', 'LMGP02010954', 'LMGP02010925', 'LMGP02011143', 'LMGP02010982', 'LMGP02010708']",['NA'],0.0215162647189842
PE 42:1,PE 42:1,"['LMGP02010290', 'LMGP02010294', 'LMGP02011059', 'LMGP02010838', 'LMGP02010287', 'LMGP02010866', 'LMGP02010293']",['NA'],0.0
PE 42:2,PE 42:2,"['LMGP02010897', 'LMGP02010867', 'LMGP02010839', 'LMGP02011031', 'LMGP02011090', 'LMGP02011060']",['NA'],0.0016113019219849
PE 44:10,PE 44:10,"['LMGP02011272', 'LMGP02011160']",['NA'],0.0428561504790909
PEO- 32:2,NA,['NA'],['NA'],0.0789177553507901
PEO- 34:2,NA,['NA'],['NA'],0.136607885200661
PEO- 34:3,NA,['NA'],['NA'],0.0710395076677444
PEO- 36:2,PE O-36:2,"['LMGP02020033', 'LMGP02030069', 'LMGP02030025', 'LMGP02020048', 'LMGP02030004']",['NA'],0.0141544947224538
PEO- 36:3,PE O-36:3,"['LMGP02030046', 'LMGP02020050', 'LMGP02020049', 'LMGP02020096', 'LMGP02030026']",['NA'],0.0868549715347798
PEO- 36:4,PE O-36:4,"['LMGP02030047', 'LMGP02020019', 'LMGP02030027', 'LMGP02020051', 'LMGP02030048']",['NA'],0.0
PEO- 36:5,NA,['NA'],['NA'],0.10177269069882
PEO- 36:6,NA,['NA'],['NA'],0.0428378631994765
PEO- 38:5,PE O-38:5,"['LMGP02030078', 'LMGP02030003', 'LMGP02020008', 'LMGP02020006', 'LMGP02030033', 'LMGP02020007']",['NA'],0.0267790833127895
PEO- 38:6,NA,['NA'],['NA'],0.178067981754194
PEO- 38:7,NA,['NA'],['NA'],0.163957532240052
PEO- 40:7,NA,['NA'],['NA'],0.0054897373144299
PEO- 40:8,NA,['NA'],['NA'],0.041422287429511
PG 32:1,PG 32:1,"['LMGP04010528', 'LMGP04010228', 'LMGP04010252', 'LMGP04010882', 'LMGP04010082', 'LMGP04010119', 'LMGP04010481', 'LMGP04010992', 'LMGP04010207', 'LMGP04010059', 'LMGP04010309', 'LMGP04010143', 'LMGP04010169', 'LMGP04010910', 'LMGP04010984']",['NA'],0.0038935444085785
PG 32:2,PG 32:2,['LMGP04010967'],['DOPG'],0.0001611646656808
PG 34:0,PG 34:0,"['LMGP04010888', 'LMGP04010907']",['DPPG'],0.0165852846735587
PG 34:1,PG 34:1,['LMGP04010962'],['OPPG'],0.0612083365458563
PG 34:2,PG 34:2,"['LMGP04010902', 'LMGP04010881']",['DOPG'],0.0106301699015981
PG 34:3,PG 34:3,"['LMGP04010287', 'LMGP04010906', 'LMGP04010104', 'LMGP04010129', 'LMGP04010346', 'LMGP04010372', 'LMGP04010955', 'LMGP04010901', 'LMGP04010973', 'LMGP04010257', 'LMGP04010561', 'LMGP04010591']",['NA'],0.0
PG 36:1,PG 36:1,"['LMGP04010264', 'LMGP04010488', 'LMGP04010534', 'LMGP04010037', 'LMGP04010514', 'LMGP04010679', 'LMGP04010727', 'LMGP04010961', 'LMGP04010238', 'LMGP04010134', 'LMGP04010970', 'LMGP04010186', 'LMGP04010216', 'LMGP04010460', 'LMGP04010106', 'LMGP04010702']",['NA'],0.0214449228725646
PG 36:2,PG 36:2,['LMGP04010985'],['DOPG'],0.0197024703897801
PG 36:3,PG 36:3,"['LMGP04010759', 'LMGP04010377', 'LMGP04010960', 'LMGP04010136', 'LMGP04010490', 'LMGP04010407', 'LMGP04010218', 'LMGP04010350', 'LMGP04010315', 'LMGP04010904', 'LMGP04010295', 'LMGP04010565', 'LMGP04010316', 'LMGP04010595']",['NA'],0.0
PG 38:2,PG 38:2,"['LMGP04010958', 'LMGP04010951', 'LMGP04010356', 'LMGP04010732', 'LMGP04010498', 'LMGP04010302', 'LMGP04010762', 'LMGP04010223', 'LMGP04010963', 'LMGP04010200', 'LMGP04010569', 'LMGP04010684', 'LMGP04010540']",['NA'],0.0
PG 38:3,PG 38:3,"['LMGP04010334', 'LMGP04010519', 'LMGP04010570', 'LMGP04010541', 'LMGP04010518', 'LMGP04010885', 'LMGP04010357', 'LMGP04010763', 'LMGP04010600', 'LMGP04010413', 'LMGP04010224', 'LMGP04010385']",['NA'],0.0
PG 38:5,PG 38:5,"['LMGP04010602', 'LMGP04010631', 'LMGP04010884', 'LMGP04010572', 'LMGP04010659', 'LMGP04010387', 'LMGP04010573', 'LMGP04010359', 'LMGP04010544', 'LMGP04010794', 'LMGP04010445', 'LMGP04010225', 'LMGP04010879', 'LMGP04010415']",['NA'],0.0
PG 38:6,PG 38:6,"['LMGP04010416', 'LMGP04010604', 'LMGP04010388', 'LMGP04010846', 'LMGP04010041', 'LMGP04010574', 'LMGP04010632', 'LMGP04010857', 'LMGP04010446', 'LMGP04010878', 'LMGP04010875', 'LMGP04010603']",['NA'],2.31059742844812e-05
PG 38:7,PG 38:7,"['LMGP04010360', 'LMGP04010447', 'LMGP04010389', 'LMGP04010898', 'LMGP04010417', 'LMGP04010823', 'LMGP04010634', 'LMGP04010660', 'LMGP04010605', 'LMGP04010633']",['NA'],0.0
PG 40:6,PG 40:6,"['LMGP04010827', 'LMGP04010800', 'LMGP04010667', 'LMGP04010365', 'LMGP04010772', 'LMGP04010640', 'LMGP04010581', 'LMGP04010551', 'LMGP04010040', 'LMGP04010453', 'LMGP04010611']",['NA'],0.0
PG 42:9,PG 42:9,"['LMGP04010676', 'LMGP04010838', 'LMGP04010619', 'LMGP04010811']",['NA'],0.0
PG 44:12,PG 44:12,['LMGP04010977'],['NA'],0.0
PI 30:0,PI 30:0,"['LMGP06010868', 'LMGP06010907', 'LMGP06010948', 'LMGP06010913', 'LMGP06010947', 'LMGP06010860', 'LMGP06010945']",['NA'],0.0
PI 30:1,PI 30:1,"['LMGP06010217', 'LMGP06010901', 'LMGP06010110', 'LMGP06010290', 'LMGP06010042', 'LMGP06010171', 'LMGP06010912', 'LMGP06010161', 'LMGP06010082', 'LMGP06010133']",['NA'],0.031451562308827
PI 32:1,PI 32:1,"['LMGP06010496', 'LMGP06010277', 'LMGP06010087', 'LMGP06010175', 'LMGP06010196', 'LMGP06010449', 'LMGP06010852', 'LMGP06010111', 'LMGP06010050', 'LMGP06010960', 'LMGP06010027', 'LMGP06010220', 'LMGP06010881', 'LMGP06010137']",['NA'],0.500483165284107
PI 32:2,PI 32:2,"['LMGP06010112', 'LMGP06010250', 'LMGP06010526', 'LMGP06010088', 'LMGP06010938', 'LMGP06010292', 'LMGP06010310', 'LMGP06010899', 'LMGP06010138', 'LMGP06010028', 'LMGP06010221']",['NA'],0.0969206742142875
PI 34:1,PI 34:1,"['LMGP06010498', 'LMGP06010479', 'LMGP06010146', 'LMGP06010117', 'LMGP06010199', 'LMGP06010694', 'LMGP06010095', 'LMGP06010070', 'LMGP06010425', 'LMGP06010001', 'LMGP06010033', 'LMGP06010179', 'LMGP06010857', 'LMGP06010452', 'LMGP06010933', 'LMGP06010224']",['NA'],1.2929863492828
PI 34:2,PI 34:2,"['LMGP06010071', 'LMGP06010528', 'LMGP06010851', 'LMGP06010959', 'LMGP06010873', 'LMGP06010862', 'LMGP06010034', 'LMGP06010254', 'LMGP06010725', 'LMGP06010147', 'LMGP06010096', 'LMGP06010453', 'LMGP06010847', 'LMGP06010499', 'LMGP06010200']",['NA'],0.907471612848904
PI 34:3,PI 34:3,"['LMGP06010877', 'LMGP06010255', 'LMGP06010559', 'LMGP06010529', 'LMGP06010314', 'LMGP06010072', 'LMGP06010097', 'LMGP06010872', 'LMGP06010340', 'LMGP06010225', 'LMGP06010926', 'LMGP06010944']",['NA'],0.0169453204488305
PI 36:1,PI 36:1,"['LMGP06010428', 'LMGP06010232', 'LMGP06010941', 'LMGP06010206', 'LMGP06010456', 'LMGP06010932', 'LMGP06010671', 'LMGP06010074', 'LMGP06010154', 'LMGP06010648', 'LMGP06010482', 'LMGP06010184', 'LMGP06010957', 'LMGP06010502', 'LMGP06010696', 'LMGP06010102']",['NA'],0.725947969776582
PI 36:2,PI 36:2,"['LMGP06010846', 'LMGP06010727', 'LMGP06010503', 'LMGP06010956', 'LMGP06010165', 'LMGP06010075', 'LMGP06010233', 'LMGP06010457', 'LMGP06010262', 'LMGP06010532', 'LMGP06010429', 'LMGP06010966', 'LMGP06010103', 'LMGP06010185', 'LMGP06010697']",['NA'],1.21406842749102
PI 36:3,PI 36:3,"['LMGP06010375', 'LMGP06010931', 'LMGP06010345', 'LMGP06010728', 'LMGP06010186', 'LMGP06010318', 'LMGP06010283', 'LMGP06010263', 'LMGP06010104', 'LMGP06010284', 'LMGP06010875', 'LMGP06010563', 'LMGP06010458', 'LMGP06010533']",['NA'],0.11825440267545
PI 36:4,PI 36:4,"['LMGP06010828', 'LMGP06010298', 'LMGP06010076', 'LMGP06010187', 'LMGP06010346', 'LMGP06010404', 'LMGP06010564', 'LMGP06010843', 'LMGP06010850', 'LMGP06010927', 'LMGP06010758', 'LMGP06010856', 'LMGP06010958']",['NA'],0.116165427863284
PI 36:5,PI 36:5,"['LMGP06010105', 'LMGP06010759', 'LMGP06010405', 'LMGP06010376', 'LMGP06010319', 'LMGP06010299', 'LMGP06010874', 'LMGP06010347', 'LMGP06010870', 'LMGP06010594', 'LMGP06010623', 'LMGP06010320']",['NA'],0.0163037162062552
PI 38:1,PI 38:1,"['LMGP06010652', 'LMGP06010240', 'LMGP06010935', 'LMGP06010700', 'LMGP06010167', 'LMGP06010465', 'LMGP06010190', 'LMGP06010930', 'LMGP06010435', 'LMGP06010507', 'LMGP06010675', 'LMGP06010923']",['NA'],0.0152295103061856
PI 38:2,PI 38:2,"['LMGP06010653', 'LMGP06010168', 'LMGP06010701', 'LMGP06010922', 'LMGP06010929', 'LMGP06010537', 'LMGP06010508', 'LMGP06010731', 'LMGP06010191', 'LMGP06010934', 'LMGP06010466', 'LMGP06010324', 'LMGP06010270']",['NA'],0.142034976819022
PI 38:3,PI 38:3,"['LMGP06010381', 'LMGP06010302', 'LMGP06010732', 'LMGP06010538', 'LMGP06010487', 'LMGP06010855', 'LMGP06010568', 'LMGP06010325', 'LMGP06010486', 'LMGP06010509', 'LMGP06010192', 'LMGP06010353']",['NA'],0.16365580788927
PI 38:4,PI 38:4,"['LMGP06010539', 'LMGP06010510', 'LMGP06010762', 'LMGP06010598', 'LMGP06010010', 'LMGP06010382', 'LMGP06010303', 'LMGP06010939', 'LMGP06010326', 'LMGP06010412', 'LMGP06010354', 'LMGP06010511', 'LMGP06010569', 'LMGP06010921']",['NA'],0.484827718160688
PI 38:5,PI 38:5,"['LMGP06010599', 'LMGP06010512', 'LMGP06010413', 'LMGP06010327', 'LMGP06010193', 'LMGP06010540', 'LMGP06010763', 'LMGP06010383', 'LMGP06010355', 'LMGP06010849', 'LMGP06010628', 'LMGP06010541', 'LMGP06010570', 'LMGP06010854']",['NA'],0.197317282960472
PI 38:6,PI 38:6,"['LMGP06010848', 'LMGP06010815', 'LMGP06010826', 'LMGP06010845', 'LMGP06010384', 'LMGP06010011', 'LMGP06010542', 'LMGP06010414', 'LMGP06010600', 'LMGP06010572', 'LMGP06010356', 'LMGP06010571']",['NA'],0.0167227941033229
PI 40:2,PI 40:2,"['LMGP06010305', 'LMGP06010829', 'LMGP06010736', 'LMGP06010330', 'LMGP06010706', 'LMGP06010919', 'LMGP06010545', 'LMGP06010289', 'LMGP06010679']",['NA'],0.0024753884427472
PI 40:5,PI 40:5,"['LMGP06010390', 'LMGP06010607', 'LMGP06010548', 'LMGP06010307', 'LMGP06010739', 'LMGP06010768', 'LMGP06010635', 'LMGP06010420', 'LMGP06010362', 'LMGP06010578', 'LMGP06010710', 'LMGP06010491', 'LMGP06010518', 'LMGP06010740']",['NA'],0.0406729561518028
PI 40:6,PI 40:6,"['LMGP06010608', 'LMGP06010579', 'LMGP06010012', 'LMGP06010421', 'LMGP06010519', 'LMGP06010549', 'LMGP06010741', 'LMGP06010769', 'LMGP06010333', 'LMGP06010636', 'LMGP06010796']",['NA'],0.0580807363424902
PI 40:7,PI 40:7,"['LMGP06010637', 'LMGP06010363', 'LMGP06010391', 'LMGP06010771', 'LMGP06010797', 'LMGP06010580', 'LMGP06010550', 'LMGP06010770', 'LMGP06010013', 'LMGP06010609']",['NA'],0.009076985847254
PS 30:0,PS 30:0,"['LMGP03010983', 'LMGP03010935', 'LMGP03010970', 'LMGP03010941', 'LMGP03010897', 'LMGP03010889', 'LMGP03010982']",['NA'],5.18269375003681e-05
PS 30:1,PS 30:1,"['LMGP03010249', 'LMGP03010193', 'LMGP03010165', 'LMGP03010074', 'LMGP03010203', 'LMGP03010114', 'LMGP03010142', 'LMGP03010940', 'LMGP03010929', 'LMGP03010322']",['NA'],0.0
PS 32:1,PS 32:1,"['LMGP03010119', 'LMGP03010882', 'LMGP03010207', 'LMGP03010909', 'LMGP03010059', 'LMGP03010082', 'LMGP03010169', 'LMGP03010481', 'LMGP03010143', 'LMGP03010528', 'LMGP03010228', 'LMGP03010977', 'LMGP03010309', 'LMGP03010252']",['NA'],0.0334677173986671
PS 32:2,PS 32:2,['LMGP03010964'],['DOPS'],0.0
PS 34:1,PS 34:1,"['LMGP03010484', 'LMGP03010457', 'LMGP03010887', 'LMGP03010007', 'LMGP03010211', 'LMGP03010102', 'LMGP03010149', 'LMGP03010959', 'LMGP03010530', 'LMGP03010725', 'LMGP03010256', 'LMGP03010231', 'LMGP03010178', 'LMGP03010024', 'LMGP03010127', 'LMGP03010511', 'LMGP03010065']",['NA'],0.0945809262964965
PS 34:2,PS 34:2,"['LMGP03010881', 'LMGP03010901']",['DOPS'],0.0324096855312979
PS 36:1,PS 36:1,"['LMGP03010106', 'LMGP03010034', 'LMGP03010216', 'LMGP03010488', 'LMGP03010967', 'LMGP03010514', 'LMGP03010679', 'LMGP03010702', 'LMGP03010238', 'LMGP03010025', 'LMGP03010460', 'LMGP03010134', 'LMGP03010727', 'LMGP03010534', 'LMGP03010186', 'LMGP03010264']",['NA'],0.0682892964119617
PS 36:2,PS 36:2,['LMGP03010030'],['DOPS'],0.064357189437947
PS 36:3,PS 36:3,"['LMGP03010595', 'LMGP03010490', 'LMGP03010218', 'LMGP03010315', 'LMGP03010407', 'LMGP03010136', 'LMGP03010903', 'LMGP03010377', 'LMGP03010958', 'LMGP03010295', 'LMGP03010759', 'LMGP03010350', 'LMGP03010565', 'LMGP03010316']",['NA'],0.0024515807510014
PS 36:4,PS 36:4,['LMGP03010023'],['DIPS'],0.0012365675920375
PS 38:4,PS 38:4,"['LMGP03010542', 'LMGP03010444', 'LMGP03010335', 'LMGP03010965', 'LMGP03010571', 'LMGP03010630', 'LMGP03010543', 'LMGP03010039', 'LMGP03010386', 'LMGP03010358', 'LMGP03010601', 'LMGP03010793', 'LMGP03010949', 'LMGP03010414']",['NA'],0.0076322936094605
PS 40:2,PS 40:2,['LMGP03010860'],['DGPS'],0.0128942110517497
PS 42:2,PS 42:2,"['LMGP03010745', 'LMGP03010775', 'LMGP03010526', 'LMGP03010584', 'LMGP03010554', 'LMGP03010717']",['NA'],0.0031711923718704
SM 32:0;2,SM 32:0;O2,"['LMSP03010030', 'LMSP03010094']",['NA'],0.0001523513312136
SM 32:1;2,SM 32:1;O2,"['LMSP03010035', 'LMSP03010028']",['NA'],0.0055218776514001
SM 32:2;2,SM 32:2;O2,['LMSP03010034'],['NA'],0.0
SM 34:0;2,SM 34:0;O2,"['LMSP03010095', 'LMSP03010004']",['NA'],0.0895808779066119
SM 34:1;2,SM 34:1;O2,"['LMSP03010003', 'LMSP03010042', 'LMSP03010043']",['NA'],0.310618289769709
SM 34:2;2,SM 34:2;O2,"['LMSP03010040', 'LMSP03010041', 'LMSP03010090']",['NA'],0.0130658997100443
SM 36:1;2,SM 36:1;O2,"['LMSP03010052', 'LMSP03010031', 'LMSP03010001']",['NA'],0.0
SM 36:2;2,SM 36:2;O2,"['LMSP03010048', 'LMSP03010050', 'LMSP03010029', 'LMSP03010049', 'LMSP03010051']",['NA'],0.0
SM 36:3;2,SM 36:3;O2,['LMSP03010047'],['NA'],0.0002281543045743
SM 38:1;2,SM 38:1;O2,"['LMSP03010061', 'LMSP03010005']",['NA'],0.0
SM 38:2;2,SM 38:2;O2,"['LMSP03010060', 'LMSP03010059', 'LMSP03010058']",['NA'],0.0
SM 38:3;2,SM 38:3;O2,['LMSP03010057'],['NA'],0.0
SM 40:1;2,SM 40:1;O2,"['LMSP03010073', 'LMSP03010006']",['NA'],0.0
SM 40:2;2,SM 40:2;O2,"['LMSP03010071', 'LMSP03010072', 'LMSP03010092']",['NA'],0.0
SM 40:3;2,SM 40:3;O2,['LMSP03010070'],['NA'],0.0
SM 42:1;2,SM 42:1;O2,"['LMSP03010008', 'LMSP03010023']",['NA'],0.0
SM 42:2;2,SM 42:2;O2,"['LMSP03010081', 'LMSP03010007']",['NA'],0.0538605013309244
SM 42:3;2,SM 42:3;O2,['LMSP03010080'],['NA'],0.0012508800616333
SM 44:2;2,SM 44:2;O2,['LMSP03010009'],['NA'],0.0
SM 44:3;2,SM 44:3;O2,['NA'],['NA'],0.0
diHexCer 34:1;2,Hex2Cer 34:1;O2,"['LMSP0501AB03', 'LMSP0501AD01', 'LMSP0509AA01']",['NA'],0.0
